Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Scientist,71-123 ,4.5,Global Data Management Inc,"Hartford, CT","Woodbridge, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97, CT,0,12,1,0,0,0,0,0,0,data scientist,na
Data Scientist,71-123 ,3,Photon Infotech,"Chicago, IL","Chennai, India",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),71,123,97, IL,0,21,1,1,1,1,0,0,1,data scientist,na
Data Scientist,71-123 ,5,REE,United States,"Tel Aviv-Yafo, Israel",51 to 200 employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,71,123,97,US,0,2,1,0,0,0,0,0,1,data scientist,na
Machine Learning Engineer,71-123 ,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),71,123,97, OH,0,53,1,0,0,0,0,0,0,mle,na
Equity Data Insights Analyst - Quantitative Analyst,71-123 ,3.6,T. Rowe Price,"Baltimore, MD","Baltimore, MD",5001 to 10000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),71,123,97, MD,1,83,1,1,0,0,0,1,0,analyst,na
Data Scientist,71-123 ,0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97, VA,0,-1,0,1,0,0,1,0,1,data scientist,na
Research Scientist - Patient-Centered Research (Remote),71-123 ,3.8,Evidera,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),71,123,97, MD,1,7,0,1,0,0,0,0,0,na,na
Data Scientist,71-123 ,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),71,123,97, TN,0,170,1,0,0,0,0,0,0,data scientist,na
Operations Data Analyst,71-123 ,3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,71,123,97, NC,1,3,0,0,0,0,0,0,0,analyst,na
Sr. Data Scientist II,71-123 ,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),71,123,97, NY,0,72,1,0,1,1,1,0,0,data scientist,senior
Data Scientist,71-123 ,3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA",10000+ employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),71,123,97, IL,0,49,0,1,0,0,0,0,0,data scientist,na
Data Scientist,71-123 ,4.6,Surya Systems,"San Francisco, CA","Bristol, PA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),71,123,97, CA,0,-1,1,0,1,0,0,1,0,data scientist,na
Senior Data Analyst,71-123 ,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,71,123,97, CA,1,12,1,0,0,0,0,1,0,analyst,senior
Data Scientist,71-123 ,3.9,Predictive Research Inc,"Plano, TX","Bangalore, India",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,71,123,97, TX,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),90,124,107, GA,1,17,1,1,0,0,0,0,0,data scientist,na
Senior Research Statistician- Data Scientist,90-124 ,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),90,124,107, WI,1,95,0,0,0,0,0,0,0,data scientist,senior
Software Data Engineer,90-124 ,3.1,1010data,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),90,124,107, NY,1,20,1,1,0,0,1,0,0,data engineer,na
Data Scientist,90-124 ,3.6,Gigya,"Palo Alto, CA","Mountain View, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),90,124,107, CA,0,14,0,0,0,0,0,0,1,data scientist,na
Real World Evidence (RWE) Scientist,90-124 ,5,Genesis Research,"Hoboken, NJ","Hoboken, NJ",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,90,124,107, NJ,1,11,1,0,0,0,0,0,0,na,na
Data Scientist,90-124 ,3.7,Sanofi,"Cambridge, MA","Paris, France",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),90,124,107, MA,0,47,1,0,0,0,0,1,1,data scientist,na
Data Scientist,90-124 ,3.7,XPO Logistics,"Lebanon, IN","Greenwich, CT",10000+ employees,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),90,124,107, IN,0,9,1,0,0,0,0,0,1,data scientist,na
Data Scientist,90-124 ,3.9,Trace Data,"Oakland, CA","Santa Ana, CA",51 to 200 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),90,124,107, CA,0,20,1,0,0,1,0,0,0,data scientist,na
Data Scientist,90-124 ,4.3,Descript,"San Francisco, CA","Houston, TX",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),90,124,107, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Computer Scientist 1,90-124 ,4.2,Rincon Research Corporation,"Melbourne, FL","Tucson, AZ",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),90,124,107, FL,0,37,1,0,0,0,0,0,0,na,na
Lead Data Scientist,90-124 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),90,124,107, MA,0,169,1,0,1,1,1,0,0,data scientist,senior
Data Scientist,90-124 ,4,Better Hire,"Birmingham, AL","Birmingham, AL",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,90,124,107, AL,1,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.3,Parker Hannifin,"Cleveland, OH","Cleveland, OH",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),90,124,107, OH,1,103,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,4.1,Gallup,"New York, NY","Washington, DC",1001 to 5000 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,90,124,107, NY,0,85,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.3,Insider Inc,"New York, NY","New York, NY",201 to 500 employees,Company - Private,News Outlet,Media,$50 to $100 million (USD),90,124,107, NY,1,13,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.9,Rapid Value Solutions,"San Francisco, CA","Pleasanton, CA",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,11,1,0,0,0,1,0,0,data scientist,na
Environmental Data Science,90-124 ,3.1,Battelle,"Norwell, MA","Columbus, OH",10000+ employees,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),90,124,107, MA,0,91,0,1,0,0,0,0,0,na,na
Computational Behavioral Scientist,90-124 ,4.2,Ntrepid,"Herndon, VA","Herndon, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),90,124,107, VA,1,10,1,0,0,0,0,0,0,na,na
Data Scientist,90-124 ,5,"The Drive Media, Inc.","New York, NY",-1,Unknown,Unknown,-1,-1,Unknown / Non-Applicable,90,124,107, NY,0,-1,1,1,0,0,0,0,0,data scientist,na
Staff BI and Data Engineer,90-124 ,2.9,Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,90,124,107, CA,0,22,1,0,0,1,0,1,1,data engineer,na
Principal Machine Learning Scientist,90-124 ,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,21,1,0,0,0,0,0,0,mle,senior
Principal Data Scientist - Machine Learning,90-124 ,3.6,Constant Contact,"Waltham, MA","Waltham, MA",Unknown,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,90,124,107, MA,1,25,1,1,1,1,1,0,1,data scientist,senior
Data Scientist-Human Resources,91-150 ,3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,91,150,120, MA,1,69,1,0,1,1,0,0,1,data scientist,na
Associate Data Scientist,91-150 ,3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),91,150,120, WA,0,21,0,1,1,1,0,0,0,data scientist,na
"Data Scientist - Statistics, Mid-Career",91-150 ,3.7,Pacific Northwest National Laboratory,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),91,150,120, WA,1,55,0,0,0,0,0,0,0,data scientist,na
Director of Data Science,91-150 ,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),91,150,120, MA,1,39,1,1,0,0,1,0,0,director,na
Data Scientist,91-150 ,3.2,US Pharmacopeia,"Rockville, MD","Rockville, MD",1001 to 5000 employees,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MD,1,200,1,1,0,0,0,1,0,data scientist,na
Data Scientist,91-150 ,4.6,Itlize Global,"Piscataway, NJ","Piscataway, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),91,150,120, NJ,1,10,1,0,1,1,0,0,1,data scientist,na
Data Scientist,91-150 ,3.5,eBay,"San Jose, CA","San Jose, CA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),91,150,120, CA,1,25,1,0,1,0,0,1,1,data scientist,na
"Data Engineer, Digital & Comp Pathology",91-150 ,5,Paige,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,91,150,120, NY,1,2,1,1,0,0,1,0,0,data engineer,na
Data Engineer,91-150 ,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,91,150,120, CA,0,9,1,0,0,0,1,0,1,data engineer,na
"Manager / Lead, Data Science & Analytics",91-150 ,4.1,ABIOMED,"Danvers, MA","Danvers, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MA,1,39,1,1,0,0,0,1,0,manager,senior
Data Scientist,91-150 ,3.5,Comcast,"New York, NY","Philadelphia, PA",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),91,150,120, NY,0,57,1,0,0,0,1,1,0,data scientist,na
Data Scientist,91-150 ,3.2,"Metronome, LLC","Vienna, VA","Fairfax, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),91,150,120, VA,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,91-150 ,5,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,91,150,120, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,91-150 ,4.7,Lawrence Livermore National Lab,"Livermore, CA","Livermore, CA",1001 to 5000 employees,Government,Federal Agencies,Government,$1 to $2 billion (USD),91,150,120, CA,1,68,1,1,0,0,0,0,1,data scientist,na
Diversity and Inclusion Data Analyst,91-150 ,3.8,FHLBank Pittsburgh,"Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),91,150,120, PA,1,88,0,0,0,0,1,1,0,analyst,na
Data Scientist,91-150 ,3.6,Jacobs,"Herndon, VA","Dallas, TX",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),91,150,120, VA,0,73,1,0,1,1,1,1,0,data scientist,na
Data Scientist,91-150 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,91,150,120, MA,1,8,0,0,0,0,0,0,0,data scientist,na
Data Scientist,91-150 ,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",10000+ employees,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),91,150,120, IL,1,126,0,0,0,1,0,0,0,data scientist,na
Data Scientist,91-150 ,3.7,Altus Group,"Irvine, CA","Toronto, Canada",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),91,150,120, CA,0,15,1,1,0,0,1,1,0,data scientist,na
Data Scientist,91-150 ,5,Jobot,"Irvine, CA","Irvine, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),91,150,120, CA,1,2,1,1,0,0,0,1,0,data scientist,na
Data Scientist,91-150 ,0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,91,150,120, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Analyst/Data Scientist,141-225 ,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),141,225,183, CA,1,54,1,1,0,0,1,1,0,data scientist,senior
Data Scientist,141-225 ,5,Cohere Health,"Boston, MA","Boston, MA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,141,225,183, MA,1,1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Data Scientist - R&D Oncology,141-225 ,4,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),141,225,183, NY,0,107,1,0,0,0,0,0,0,data scientist,senior
Data Scientist,141-225 ,4.2,Oshkosh Corporation,"Oshkosh, WI","Oshkosh, WI",10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),141,225,183, WI,1,103,1,1,1,1,0,0,1,data scientist,na
Data Scientist,141-225 ,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,1,0,1,1,0,1,data scientist,na
Data Scientist,141-225 ,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),141,225,183, CA,0,60,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,0,PETADATA,"San Francisco, CA","Fremont, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,141-225 ,4.4,VBeyond Corporation,"Dallas, TX","Hillsborough, NJ",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),141,225,183, TX,0,14,1,0,0,0,0,0,0,data scientist,na
Data Scientist Machine Learning,141-225 ,3.5,Leidos,"Arlington, VA","Reston, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),141,225,183, VA,0,51,1,0,0,0,1,0,0,data scientist,na
Data Scientist,141-225 ,3.7,Take-Two,"San Francisco, CA","New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media,$1 to $2 billion (USD),141,225,183, CA,0,27,1,1,0,1,1,1,0,data scientist,na
Data Scientist,141-225 ,3.7,Colony Brands,"Monroe, WI","Monroe, WI",501 to 1000 employees,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),141,225,183, WI,1,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,4.1,Capio Group,"Sacramento, CA","Goteborg, Sweden",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,3.4,SleePare,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,141,225,183, NY,1,3,1,0,0,1,0,0,0,data scientist,na
Data Analyst,141-225 ,4.5,ShorePoint,"Reston, VA","Washington, DC",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,141,225,183, VA,0,3,0,1,0,0,0,1,0,analyst,na
Data Scientist,141-225 ,3.5,Dolphin,"New York, NY","Lake Buena Vista, FL",1001 to 5000 employees,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,141,225,183, NY,0,30,1,0,0,1,0,0,0,data scientist,na
Data Scientist,141-225 ,3.6,TE Connectivity,"Hampton, VA","Schaffhausen, Switzerland",10000+ employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),141,225,183, VA,0,13,0,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,3.2,State of Virginia,"Richmond, VA","Richmond, VA",10000+ employees,Government,State & Regional Agencies,Government,$10+ billion (USD),141,225,183, VA,1,232,1,0,1,0,0,0,1,data scientist,na
Data Scientist,141-225 ,3.7,TA Digital,"New York, NY","Newark, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),141,225,183, NY,0,20,1,0,0,0,1,0,1,data scientist,na
Data Scientist,141-225 ,4,Market America Inc,"Monterey, CA","Greensboro, NC",501 to 1000 employees,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),141,225,183, CA,0,28,1,1,1,1,0,0,0,data scientist,na
Data Scientist,145-225,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,145,225,185, IL,0,5,0,0,0,0,0,0,0,data scientist,na
Data Scientist,145-225,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),145,225,185, VA,0,15,1,0,0,0,0,1,0,data scientist,na
Data Scientist,145-225,3.9,ALTA IT Services,"Woodlawn, MD","Rockville, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),145,225,185, MD,0,16,1,0,0,0,0,1,0,data scientist,na
Data Scientist,145-225,3.2,Kollasoft Inc.,United States,"Scottsdale, AZ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),145,225,185,US,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,5,Kollasoft Inc.,"New York, NY","Irving, TX",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,145,225,185, NY,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,3.4,ASRC Federal Holding Company,"Reston, VA","Beltsville, MD",5001 to 10000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),145,225,185, VA,0,17,0,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,4.4,Adwait Algorithm,"New York, NY","Houston, TX",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,145,225,185, NY,0,5,1,0,1,1,0,0,1,data scientist,na
"Health Plan Data Analyst, Sr",145-225,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),145,225,185, TX,1,102,0,0,0,0,0,0,0,analyst,senior
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145-225,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),145,225,185, RI,0,7,0,0,0,0,0,0,0,director,senior
Data Scientist,145-225,3.5,Cambridge FX,"Atlanta, GA","Toronto, Canada",201 to 500 employees,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),145,225,185, GA,0,28,1,1,0,0,0,1,0,data scientist,na
Senior Data Scientist,145-225,3.8,Metromile,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,145,225,185, CA,1,9,1,0,0,1,1,0,0,data scientist,senior
Data Scientist,145-225,3.9,Criteo,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),145,225,185, MI,0,15,1,0,1,1,0,0,1,data scientist,na
Data Scientist,145-225,3.4,Advance Sourcing Concepts,"Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,Company - Private,-1,-1,$1 to $5 million (USD),145,225,185, PA,1,-1,1,0,0,0,1,0,0,data scientist,na
Data Scientist,145-225,3.8,Enterprise Solutions Inc,"New York, NY","Naperville, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),145,225,185, NY,0,20,1,1,0,0,0,1,0,data scientist,na
Analytics - Business Assurance Data Analyst,145-225,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),145,225,185, IA,1,28,0,1,0,0,0,1,0,analyst,na
Data Scientist,145-225,0,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),145,225,185, NY,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),145,225,185, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
"Development Scientist, Voltaren",145-225,3.9,GSK,"Richmond, VA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),145,225,185, VA,0,190,0,0,0,0,1,0,0,na,na
Data Scientist,145-225,0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,145,225,185, OH,1,-1,0,1,0,0,0,0,1,data scientist,na
Data Scientist,79-147 ,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,79,147,113, CA,0,4,1,1,0,0,0,1,0,data scientist,na
Data Scientist,79-147 ,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113, WA,1,20,1,1,0,0,0,0,0,data scientist,na
Data Engineer,79-147 ,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,147,113, CA,1,12,1,1,1,0,0,0,1,data engineer,na
Data Scientist,79-147 ,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,147,113, CA,0,23,0,0,0,0,0,0,1,data scientist,na
Data Scientist,79-147 ,3.3,Huxley,"San Francisco, CA","London, United Kingdom",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),79,147,113, CA,0,25,1,0,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,3.4,FM Systems,"Boston, MA","Raleigh, NC",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),79,147,113, MA,0,36,1,1,0,1,1,0,1,data scientist,na
Data Scientist,79-147 ,0,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,147,113, VA,0,-1,1,1,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-147 ,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113, VA,0,66,1,0,0,0,0,0,0,mle,na
Principal Data & Analytics Platform Engineer,79-147 ,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),79,147,113, NC,1,87,1,1,0,1,1,0,1,na,senior
Machine Learning Engineer/Scientist,79-147 ,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113, NY,1,20,0,0,0,0,0,0,0,mle,na
Data Scientist,79-147 ,5,SSATI,"McLean, VA","Annapolis Junction, MD",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,147,113, VA,0,17,1,1,0,0,0,0,0,data scientist,na
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-147 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,147,113, MA,0,24,0,0,0,0,0,0,0,data scientist,senior
Data Scientist,79-147 ,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,-1,-1,Unknown / Non-Applicable,79,147,113, IL,1,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),79,147,113, OH,1,140,1,1,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,4.6,Centauri,"Reston, VA","Chantilly, VA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113, VA,0,21,0,0,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,0,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),79,147,113, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-147 ,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,79,147,113, PA,1,36,1,0,0,0,0,0,0,mle,na
Data Analyst - Unilever Prestige,79-147 ,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,147,113, CA,1,34,1,0,0,0,0,1,0,analyst,na
