Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Sr Data Scientist,137-171 ,3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,137,171,154, NY,1,27,0,0,0,0,1,0,0,data scientist,senior
Data Scientist,137-171 ,4.2,ManTech,"Chantilly, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),137,171,154, VA,0,52,0,0,1,0,0,0,1,data scientist,na
Data Scientist,137-171 ,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),137,171,154, MA,1,39,1,1,0,0,1,0,0,data scientist,na
Data Scientist,137-171 ,3.5,INFICON,"Newton, MA","Bad Ragaz, Switzerland",501 to 1000 employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),137,171,154, MA,0,20,1,1,0,0,1,0,0,data scientist,na
Data Scientist,137-171 ,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,171,154, NY,1,22,1,1,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,4.2,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,171,154, CA,1,10,1,1,1,1,0,0,0,data scientist,na
Data Scientist / Machine Learning Expert,137-171 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,171,154, MA,0,24,1,0,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,3.5,iRobot,"Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),137,171,154, MA,1,30,1,0,0,0,0,0,0,data scientist,na
Staff Data Scientist - Analytics,137-171 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),137,171,154, CA,0,37,0,0,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,3.6,XSELL Technologies,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,171,154, IL,1,6,1,0,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),137,171,154, VA,0,8,1,1,0,0,1,0,0,data scientist,na
Data Scientist,137-171 ,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,171,154, MO,1,4,1,0,0,1,0,0,0,data scientist,na
"Data Scientist - Statistics, Early Career",137-171 ,3.7,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),137,171,154, WA,1,55,0,1,0,0,0,0,0,data scientist,na
Data Modeler,137-171 ,3.1,Old World Industries,"Northbrook, IL","Northbrook, IL",201 to 500 employees,Company - Private,Chemical Manufacturing,Manufacturing,$1 to $2 billion (USD),137,171,154, IL,1,47,1,1,0,0,0,1,0,na,na
Data Scientist,137-171 ,3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),137,171,154, DC,0,34,1,1,0,0,1,0,0,data scientist,na
Experienced Data Scientist,137-171 ,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1 to 50 employees,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,137,171,154, DC,0,23,1,1,1,1,0,1,0,data scientist,na
Data Scientist,137-171 ,3.5,Buckman,"Memphis, TN","Memphis, TN",1001 to 5000 employees,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),137,171,154, TN,1,75,1,0,1,0,0,0,0,data scientist,na
Data Analyst II,137-171 ,4.2,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),137,171,154, TX,0,32,0,1,0,0,0,0,0,analyst,na
Medical Lab Scientist,137-171 ,3.5,Tower Health,"West Grove, PA","Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,171,154, PA,0,3,0,0,0,0,0,0,0,na,na
Data Scientist,137-171 ,3.2,Triplebyte,"New York, NY","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,171,154, NY,0,5,0,0,0,0,0,0,0,data scientist,na
Data Scientist/Machine Learning,137-171 ,4.3,PulsePoint,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),137,171,154, NY,1,9,1,0,1,1,0,0,1,data scientist,na
Human Factors Scientist,137-171 ,3.5,Exponent,"Phoenix, AZ","Menlo Park, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$100 to $500 million (USD),137,171,154, AZ,0,53,0,1,0,0,0,0,0,na,na
Business Intelligence Analyst I- Data Insights,137-171 ,3.5,Guardian Life,"Appleton, WI","New York, NY",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),137,171,154, WI,0,160,0,0,0,0,0,0,0,analyst,na
Data Scientist,137-171 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,171,154, IL,1,28,0,0,0,0,0,0,0,data scientist,na
Data Scientist,137-171 ,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,171,154, GA,1,17,1,1,0,0,0,0,0,data scientist,na
Data Scientist - Risk,137-171 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),137,171,154, FL,1,24,1,1,1,1,1,1,1,data scientist,na
Data Scientist-Human Resources,137-171 ,3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,171,154, MA,1,69,1,0,1,1,0,0,1,data scientist,na
Data Scientist,137-171 ,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,171,154, VA,0,15,1,0,0,0,0,1,0,data scientist,na
Data Scientist,137-171 ,2.8,Formation,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,171,154, CA,1,5,0,1,0,1,0,0,1,data scientist,na
Data Scientist,75-131 ,3.8,Analysis Group,"Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),75,131,103, MA,1,39,1,1,0,0,1,0,0,data scientist,na
Data Scientist / Machine Learning Expert,75-131 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,0,24,1,0,0,0,0,0,0,data scientist,na
Data Scientist,75-131 ,5,Cohere Health,"Boston, MA","Boston, MA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,75,131,103, MA,1,1,1,1,0,0,0,0,0,data scientist,na
Senior Research Statistician- Data Scientist,75-131 ,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),75,131,103, WI,1,95,0,0,0,0,0,0,0,data scientist,senior
Data Engineer,75-131 ,3.6,Chef,United States,"Seattle, WA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103,US,0,12,0,1,0,0,1,0,1,data engineer,na
Associate Data Scientist,75-131 ,3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),75,131,103, WA,0,21,0,1,1,1,0,0,0,data scientist,na
Business Intelligence Analyst,75-131 ,2.7,Sandhills Global,"Lincoln, NE","Lincoln, NE",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103, NE,1,42,1,1,0,0,0,1,0,analyst,na
Data Scientist,75-131 ,2.7,A Place for Mom,"Overland Park, KS","New York, NY",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,75,131,103, KS,0,20,1,1,0,0,1,0,0,data scientist,na
Data Scientist,75-131 ,2.2,Great-Circle Technologies,"Chantilly, VA","Chantilly, VA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),75,131,103, VA,1,20,1,1,1,1,1,0,0,data scientist,na
Senior Analyst/Data Scientist,75-131 ,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),75,131,103, CA,1,54,1,1,0,0,1,1,0,data scientist,senior
Data Analyst,75-131 ,3.1,"Cambridge Associates, LLC","Boston, MA","Boston, MA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),75,131,103, MA,1,47,1,1,0,0,0,0,0,analyst,na
Machine Learning Engineer,75-131 ,3.4,Liberty Mutual Insurance,"Portsmouth, NH","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),75,131,103, NH,0,108,1,1,0,1,1,0,1,mle,na
Data Analyst I,75-131 ,2.6,Cenlar,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,Company - Private,-1,-1,$100 to $500 million (USD),75,131,103, NJ,1,62,0,0,0,0,0,0,0,analyst,na
Scientist - Molecular Biology,75-131 ,5,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,75,131,103, CA,1,1,0,0,0,0,0,0,0,na,na
Data Scientist,75-131 ,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),75,131,103, CA,1,7,1,0,0,0,0,0,0,data scientist,na
"Computational Scientist, Machine Learning",75-131 ,4.1,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,0,171,1,1,0,0,1,0,0,mle,na
Senior Data Scientist,75-131 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,75,131,103, MA,1,8,0,0,0,0,0,0,0,data scientist,senior
Data Scientist,75-131 ,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,75,131,103, WA,1,20,1,1,0,0,0,0,0,data scientist,na
Data Scientist,75-131 ,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,75,131,103, CA,0,4,1,1,0,0,0,1,0,data scientist,na
Data Scientist,75-131 ,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, MA,1,21,1,1,0,0,0,1,0,data scientist,na
Data Analyst,75-131 ,4.8,Giving Assistant,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),75,131,103, CA,1,6,1,1,0,0,0,1,0,analyst,na
Data Scientist,75-131 ,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103, MA,0,239,1,0,0,1,0,0,0,data scientist,na
Data Scientist,75-131 ,4,Netskope,"San Francisco, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, CA,0,8,1,1,0,1,0,0,1,data scientist,na
E-Commerce Data Analyst,75-131 ,3.5,iSeatz,"New Orleans, LA","New Orleans, LA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,131,103, LA,1,21,0,1,0,0,0,0,0,analyst,na
Data Analytics Engineer,75-131 ,3.7,Summa Health System,"Akron, OH","Akron, OH",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),75,131,103, OH,1,94,0,1,0,0,1,1,0,na,na
Senior Data Scientist,75-131 ,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),75,131,103, MO,1,8,1,1,0,0,0,0,1,data scientist,senior
Product Data Scientist - Ads Data Science,75-131 ,4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),75,131,103, CA,1,14,1,0,0,0,0,0,0,data scientist,na
Data Scientist,75-131 ,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,75,131,103, CA,1,9,1,0,0,1,0,0,0,data scientist,na
Data Scientist - Intermediate,75-131 ,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),75,131,103, MO,1,26,1,1,0,0,0,0,0,data scientist,na
Data Analyst,75-131 ,3.8,Swiss Re,"Fort Wayne, IN","Zurich, Switzerland",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),75,131,103, IN,0,157,1,1,0,0,0,0,0,analyst,na
Machine Learning Engineer,75-131 ,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),75,131,103, MA,1,10,1,1,0,0,0,0,0,mle,na
Data Scientist,79-131 ,3.5,iRobot,"Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),79,131,105, MA,1,30,1,0,0,0,0,0,0,data scientist,na
Data Scientist,79-131 ,4.2,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,131,105, CA,1,10,1,1,1,1,0,0,0,data scientist,na
Global Data Analyst,79-131 ,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,131,105, CA,1,34,0,1,0,0,0,1,0,analyst,na
Data Engineer,79-131 ,3.7,Bayview Asset Management,"Coral Gables, FL","Coral Gables, FL",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),79,131,105, FL,1,25,1,0,0,0,0,0,0,data engineer,na
Data Scientist,79-131 ,3.7,Via Transportation,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, NY,1,8,1,0,0,0,0,1,0,data scientist,na
Data Scientist,79-131 ,4,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),79,131,105, CA,0,14,1,1,0,0,0,1,1,data scientist,na
Data & Machine Learning Scientist,79-131 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, IL,1,5,1,0,0,0,1,0,0,mle,na
Data Scientist - Machine Learning,79-131 ,2.5,CareDx,"Brisbane, CA","Brisbane, CA",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, CA,1,-1,1,1,0,1,0,0,0,data scientist,na
Data Engineer (Remote),79-131 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),79,131,105, FL,1,14,1,1,1,1,1,0,0,data engineer,na
"Data Scientist, Applied Machine Learning - Bay Area",79-131 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, CA,0,5,1,0,0,0,1,0,0,data scientist,na
Principal Data Scientist,79-131 ,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),79,131,105, CA,0,38,1,1,1,1,1,0,1,data scientist,senior
Business Data Analyst,79-131 ,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),79,131,105, IL,0,95,0,1,0,0,0,1,0,analyst,na
Purification Scientist,79-131 ,4.9,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,131,105, MA,1,46,0,0,0,0,0,0,0,na,na
Data Analyst,79-131 ,3.4,Allied Solutions,"Carmel, IN","Carmel, IN",1001 to 5000 employees,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),79,131,105, IN,1,19,1,1,0,0,0,1,0,analyst,na
"Data Engineer, Enterprise Analytics",79-131 ,3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,79,131,105, NY,1,27,1,1,0,0,0,0,1,data engineer,na
Data Scientist,79-131 ,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, DC,0,1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,79-131 ,2.9,IFG Companies,"New York, NY","Hartford, CT",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,79,131,105, NY,0,35,1,0,0,0,0,0,0,data scientist,na
Data Scientist 3 (718),79-131 ,3.3,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),79,131,105, CA,1,17,1,0,0,0,1,0,0,data scientist,na
"Real World Science, Data Scientist",79-131 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105, MD,0,107,1,0,1,0,0,0,0,data scientist,na
Data Scientist,79-131 ,3.6,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,131,105, DC,0,19,0,0,0,0,0,0,0,data scientist,na
Data Engineer,79-131 ,4.7,Object Partners,"Saint Louis, MO","Minneapolis, MN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),79,131,105, MO,0,24,0,0,1,1,1,0,1,data engineer,na
Data Scientist - Image and Video Analytics,79-131 ,4.9,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,79,131,105, CO,0,4,1,0,1,1,1,0,0,data scientist,na
Data Scientist,79-131 ,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),79,131,105, TX,1,21,1,0,0,1,1,0,0,data scientist,na
"Data Science Manager, Payment Acceptance - USA",79-131 ,4,Stripe,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,131,105, CA,1,10,1,0,0,0,0,0,0,manager,na
Data Analyst,79-131 ,2.6,Comprehensive Healthcare,"Yakima, WA","Yakima, WA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,79,131,105, WA,1,49,0,0,0,0,0,0,0,analyst,na
Data Scientist / Applied Mathematician,79-131 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,131,105, CA,1,17,1,0,0,0,1,0,1,data scientist,na
Machine Learning Engineer,79-131 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,131,105, MA,1,8,1,0,0,0,0,0,0,mle,na
Data Scientist,79-131 ,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),79,131,105,US,0,109,1,0,0,1,1,0,0,data scientist,na
Patient Safety- Associate Data Scientist,79-131 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105, MD,0,107,1,1,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-131 ,4.4,NuWave Solutions,"Springfield, VA","Mc Lean, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),79,131,105, VA,0,21,1,0,1,1,1,0,0,mle,na
Senior Data Scientist,79-131 ,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),79,131,105, VA,0,52,1,0,1,1,0,1,1,data scientist,senior
Data Scientist,99-132 ,3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),99,132,115, DC,0,34,1,1,0,0,1,0,0,data scientist,na
Staff Data Scientist - Analytics,99-132 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,37,0,0,0,0,0,0,0,data scientist,na
Data Analytics Engineer,99-132 ,3.5,QOMPLX,"Reston, VA","Reston, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),99,132,115, VA,1,5,1,0,0,1,0,0,0,na,na
"Data Scientist, Kinship - NYC/Portland",99-132 ,3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),99,132,115, NY,0,109,1,0,0,1,0,0,0,data scientist,na
Senior Data Scientist,99-132 ,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),99,132,115, CO,1,11,0,0,0,0,0,0,0,data scientist,senior
Applied Technology Researcher / Data Scientist,99-132 ,3.5,Inter-American Development Bank,"Washington, DC","Washington, DC",1001 to 5000 employees,Other Organization,Banks & Credit Unions,Finance,$10+ billion (USD),99,132,115, DC,1,61,0,1,0,0,0,1,0,data scientist,na
Machine Learning Engineer,99-132 ,4.4,Stratagem Group,"Aurora, CO","Aurora, CO",1 to 50 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,99,132,115, CO,1,13,1,1,1,1,1,0,0,mle,na
Health Data Scientist - Biomedical/Biostats,99-132 ,4.1,Evidation,"Santa Barbara, CA","San Mateo, CA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,99,132,115, CA,0,8,1,0,0,0,0,0,0,data scientist,na
Senior Data Scientist,99-132 ,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,38,1,0,1,1,0,0,1,data scientist,senior
Staff Data Scientist,99-132 ,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,37,0,0,0,0,0,0,0,data scientist,na
Data Scientist,99-132 ,3.8,Tecolote Research,"Hill AFB, UT","Goleta, CA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),99,132,115, UT,0,47,1,1,0,0,0,1,0,data scientist,na
Sr Data Engineer (Sr BI Developer),99-132 ,3.2,Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,99,132,115, AZ,0,39,0,0,1,0,0,0,1,data engineer,senior
Data Engineer,99-132 ,2.9,hc1,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),99,132,115, IN,1,9,1,0,0,0,1,0,0,data engineer,na
Lead Data Scientist,99-132 ,4.1,HP Inc.,"San Diego, CA","Palo Alto, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,99,132,115, CA,0,81,1,1,1,0,1,0,1,data scientist,senior
Data Scientist,99-132 ,3.7,SAIC,"Chantilly, VA","Reston, VA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),99,132,115, VA,0,7,1,0,0,0,0,0,0,data scientist,na
RFP Data Analyst,99-132 ,3.2,AllianceBernstein,"Nashville, TN","New York, NY",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),99,132,115, TN,0,53,0,1,0,1,0,0,0,analyst,na
Data Analyst,99-132 ,4.9,Big Huge Games,"Timonium, MD","Lutherville Timonium, MD",51 to 200 employees,Subsidiary or Business Segment,Video Games,Media,Unknown / Non-Applicable,99,132,115, MD,0,7,0,1,0,0,0,1,0,analyst,na
Data Scientist (TS/SCI),99-132 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),99,132,115, VA,0,-1,1,0,0,0,0,0,1,data scientist,na
Data Engineer,99-132 ,5,Phantom AI,"Burlingame, CA","Burlingame, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,99,132,115, CA,1,4,1,0,0,0,0,0,0,data engineer,na
